file,ground_truth,removed_line
8331_missing_Resistor.net,Resistor,Rload OUT 0 290
8335_missing_Diode.net,Diode,D1 N001 OUT BAT46WJ
8336_missing_Resistor.net,Resistor,R3 vIN PG 100k
8337_missing_Inductor.net,Inductor,L1 IN N001 2.2µ Rser=9m
8350S_missing_Capacitor.net,Capacitor,C8 0 N011 10n
8357_missing_Resistor.net,Resistor,R1 IN N002 1Meg
8361_missing_Resistor.net,Resistor,R2 N004 0 20K
8362_missing_Inductor.net,Inductor,L1 IN N001 6.8µ Rser=.5
8364_missing_Capacitor.net,Capacitor,C4 N002 0 1µ
8365_missing_VoltageSource.net,VoltageSource,V1 vIN 0 12
8390_missing_MOSFET.net,MOSFET,M§Q1 IN N009 N001 N001 BSZ100N06LS3
8390A_missing_Capacitor.net,Capacitor,C2 N020 0 1n Rser=15K
8391_missing_Resistor.net,Resistor,R1 N001 N002 4m
8391A_missing_Capacitor.net,Capacitor,C2 N022 0 3.3n Rser=4.7K
8410-1_missing_Resistor.net,Resistor,R1 N003 N004 499K
8410_missing_Capacitor.net,Capacitor,C2 OUT 0 .1µ
8415_missing_Resistor.net,Resistor,R1 N007 N008 604K
8471_missing_Capacitor.net,Capacitor,C2 OUT2 0 47µ Rser=3m
8494_missing_Resistor.net,Resistor,Rload OUT 0 1K
8495_missing_Inductor.net,Inductor,L2 IN N001 15µ Rser=0.01
8570-1_missing_Subcircuit.net,Subcircuit,XU1 N004 N006 IN N001 N002 N005 N003 MP_01 0 LT8570-1
8570_missing_Capacitor.net,Capacitor,C1 OUT 0 2.2µ Rser=5m
8580_missing_Resistor.net,Resistor,Rload OUT 0 60
8582_missing_Capacitor.net,Capacitor,"C4 OUTp 0 10µ V=25 Irms=0 Rser=0.001 Lser=0 mfg=""TDK"" pn=""C575OX7RIE106M"" type=""X7R"""
8584_missing_Capacitor.net,Capacitor,C3 N004 0 47n
8601_missing_Resistor.net,Resistor,R8 OUT2 N007 287K
8602_missing_Resistor.net,Resistor,R8 OUT2 N007 287K
8603_missing_Resistor.net,Resistor,R10 N001 0 1.2Meg
8606_missing_Capacitor.net,Capacitor,C1 N004 0 0.001µ
8607_missing_Capacitor.net,Capacitor,"C4 OUT 0 22µ V=6.3 Irms=0 Rser=0.002 Lser=0 mfg=""TDK"" pn=""C4532X5ROJ47@M"" type=""X5R"""
8608_missing_Capacitor.net,Capacitor,C3 N002 N003 0.1µ
8609_missing_Resistor.net,Resistor,R3 N006 0 187K
8609A_missing_Resistor.net,Resistor,R3 N006 0 187K
8609B_missing_Capacitor.net,Capacitor,C3 N002 N003 .1µ
8609S_missing_Subcircuit.net,Subcircuit,XU1 MP_01 N001 NC_02 N004 NC_03 N003 N002 NC_04 IN IN 0 LT8609S
8610_missing_Resistor.net,Resistor,R2 OUT N007 1Meg
8610A_missing_Resistor.net,Resistor,Rload OUT 0 1.42
8610AB_missing_Inductor.net,Inductor,L1 N005 OUT 4.7µ Rser=3m
8610AC_missing_Capacitor.net,Capacitor,C2 N001 0 1µ
8611_missing_Capacitor.net,Capacitor,C3 N004 N005 .1µ
8612_missing_Resistor.net,Resistor,Rload OUT 0 .833
8613_missing_Capacitor.net,Capacitor,C2 N001 0 1µ
8614_missing_Capacitor.net,Capacitor,"C4 OUT 0 47µ V=6.3 Irms=0 Rser=0.002 Lser=0 mfg=""TDK"" pn=""C4532X5ROJ47@M"" type=""X5R"""
8616_missing_Capacitor.net,Capacitor,C3 N006 0 .002µ
8618-3.3_missing_Resistor.net,Resistor,Rload OUT 0 200
8618_missing_Resistor.net,Resistor,R3 N007 0 301K
8619-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 48
8619_missing_Resistor.net,Resistor,R1 N003 0 60.4K
8620_missing_Resistor.net,Resistor,R3 N007 0 243K
8630_missing_Capacitor.net,Capacitor,C2 OUT N007 4.7p
8631_missing_Resistor.net,Resistor,R2 N007 0 191K
8640-1_missing_Capacitor.net,Capacitor,C6 IN 0 1µ
8640_missing_Capacitor.net,Capacitor,C7 IN 0 1µ
8640S_missing_Capacitor.net,Capacitor,C7 IN 0 1µ
8641_missing_Capacitor.net,Capacitor,C7 IN 0 1µ
8642S_missing_Resistor.net,Resistor,R2 N002 0 100K
8643S_missing_Resistor.net,Resistor,R3 N006 0 243K
8645S_missing_Capacitor.net,Capacitor,C1 N003 0 1n
8646S_missing_Subcircuit.net,Subcircuit,XU1 OUT NC_01 NC_02 IN NC_03 0 MP_04 N002 MP_05 0 MP_06 MP_07 IN IN N001 N003 0 0 NC_08 N004 MP_09 MP_10 MP_11 MP_12 MP_13 MP_14 MP_15 MP_16 MP_17 N005 LT8646S
8648S_missing_Resistor.net,Resistor,R1 N005 0 41.2K
8650S_missing_Inductor.net,Inductor,L1 N003 OUT1 1µ Rser=10m
8652S_missing_Resistor.net,Resistor,Rload2 OUT2 0 .12
8653S_missing_Capacitor.net,Capacitor,C22 OUT1 0 47µ x2 Rser=10m
8672_missing_Diode.net,Diode,D1 N001 0 UMZ15K
8697_missing_Subcircuit.net,Subcircuit,XU1 MP_01 N004 N007 IN IN MP_02 0 MP_03 MP_04 MP_05 MP_06 MP_07 N005 MP_08 MP_09 N003 N001 N002 NC_10 N009 N002 N006 N008 NC_11 0 LT8697
8705_missing_Resistor.net,Resistor,R15 N016 IN 71.5K
8705A_missing_Resistor.net,Resistor,R30 N017 0 10K
8708-1_missing_Resistor.net,Resistor,R33 N047 0 2m
8708_missing_Resistor.net,Resistor,R12 IN N027 93.1K
8709_missing_Capacitor.net,Capacitor,C2 N011 IN 100p
8710_missing_Resistor.net,Resistor,R5 N006 0 4m
8711_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
8714_missing_Capacitor.net,Capacitor,C7 OUT 0 200µ Rser=1m
9100_missing_VoltageSource.net,VoltageSource,Visodiff COM 0 0
AD4002_missing_Capacitor.net,Capacitor,C1 0 N004 10p
AD4003_missing_Subcircuit.net,Subcircuit,XU1 N008 N001 N003 Slew_Warning 0 N009 N007 N010 N004 N006 AD4003
AD549_missing_CurrentSource.net,CurrentSource,I1 0 N001 SINE(0 1n 1K)
AD5535Bopamp_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1m 0 +10n 4 +1m 4 +10n 1 +1m 1 +1m 0 +1m 5 9m 5 +10n 0 9.1m 0 +0.5m 2.5)
AD5679R_missing_VoltageSource.net,VoltageSource,Vdac vDAC 0 PWL(0 0 10u 0 +1u 1.875)
AD5683R_missing_Subcircuit.net,Subcircuit,XU2 vDAC Vdd 0 vOUT AD5683R AD5683R Gain=2
AD5686R_missing_VoltageSource.net,VoltageSource,V1 Vdd 0 5
AD5766_missing_VoltageSource.net,VoltageSource,V3 IN 0 PWL(0 0 100u 0 +1u 0.625 +100u 0.625 +1u 1.25 +100u 1.25 +1u 1.875 +100u 1.875 +1u 2.5)
AD5770R_missing_Subcircuit.net,Subcircuit,XU1 vDAC iOUT N001 N002 0 AD5770R AD5770R Range=1
AD590_missing_Subcircuit.net,Subcircuit,XU1 IN 0 AD590
AD711_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD712_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
AD713_missing_Resistor.net,Resistor,R1 N001 0 10K
AD744_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
AD746_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD746
AD795_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8029_missing_VoltageSource.net,VoltageSource,V2 -V 0 -5
AD8030_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8031_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8032_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8033_missing_Resistor.net,Resistor,R1 N001 0 1K
AD8034_missing_Resistor.net,Resistor,R2 OUT N001 1K
AD8038_missing_VoltageSource.net,VoltageSource,Vin IN 0 PULSE(-1 1 20n 10n 10n 90n 200n 10)
AD8039_missing_VoltageSource.net,VoltageSource,V2 -V 0 -5
AD8040_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8041_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
AD8047_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
AD8065_missing_VoltageSource.net,VoltageSource,V2 -V 0 -12
AD8066_missing_VoltageSource.net,VoltageSource,V2 -V 0 -12
AD8067_missing_VoltageSource.net,VoltageSource,Vin N002 0 SINE(0 1 1Meg)
AD8091_missing_Resistor.net,Resistor,R2 OUT N001 1K
AD8092_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8092
AD811_missing_Resistor.net,Resistor,Rload OUT 0 150
AD820_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
AD8205_missing_Subcircuit.net,Subcircuit,XU1 N002 0 0 MP_01 OUT IN IN N001 AD8205
AD822_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
AD8220_missing_Subcircuit.net,Subcircuit,XU1 N004 N002 N003 N001 -V N005 OUT +V AD8220
AD8221_missing_VoltageSource.net,VoltageSource,Vcm N004 0 1
AD8222_missing_Resistor.net,Resistor,R1 N002 N003 5.49K
AD8224_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
AD8226_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
AD8227_missing_VoltageSource.net,VoltageSource,Vcm N004 0 1
AD823_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8235_missing_VoltageSource.net,VoltageSource,Vcm N005 0 2.5
AD8236_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD824_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD820
AD8418A_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
AD8421_missing_VoltageSource.net,VoltageSource,Vref N005 0 .5
AD8422_missing_Resistor.net,Resistor,R1 N002 N003 2.21K
AD8429_missing_VoltageSource.net,VoltageSource,Vin N001 N004 SINE(0 100m 10K)
AD8452_missing_Resistor.net,Resistor,R18 N035 N039 78.7K
AD8479_missing_VoltageSource.net,VoltageSource,V1 N002 0 SINE(0 10 500)
AD8505_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8506_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8506
AD8508_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 1K)
AD8510_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8512_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8513_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8515_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8538_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8538
AD8539_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8541_missing_VoltageSource.net,VoltageSource,V2 -V 0 -2.5
AD8542_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8544_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8546_missing_VoltageSource.net,VoltageSource,V2 -V 0 -5
AD8548_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8551_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8551
AD8552_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8554_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8565_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8571_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8572_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8572
AD8574_missing_VoltageSource.net,VoltageSource,V2 -V 0 -2.5
AD8601_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8602_missing_VoltageSource.net,VoltageSource,V2 -V 0 -2.5
AD8604_missing_VoltageSource.net,VoltageSource,V1 +V 0 2.5
AD8605_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 100K)
AD8606_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8605
AD8608_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 100K)
AD8613_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8613
AD8614_missing_Capacitor.net,Capacitor,Cx N001 0 10µ
AD8617_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8618_missing_Resistor.net,Resistor,R2 OUT N001 1K
AD8619_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8624_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8628_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8628
AD8629_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8630_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8634_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8641_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8641
AD8642_missing_VoltageSource.net,VoltageSource,V2 -V 0 -12
AD8643_missing_VoltageSource.net,VoltageSource,V2 -V 0 -12
AD8648_missing_VoltageSource.net,VoltageSource,V1 +V 0 2.5
AD8657_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8657
AD8662_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8663_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8664_missing_VoltageSource.net,VoltageSource,V1 +V 0 8
AD8665_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT AD8665
AD8666_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8667_missing_Resistor.net,Resistor,Rload OUT 0 10K
AD8668_missing_VoltageSource.net,VoltageSource,V2 -V 0 -8
AD8669_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
AD8671_missing_Resistor.net,Resistor,R1 N001 0 1K
AD8672_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
AD8674_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
AD8675_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
AD8682_missing_Resistor.net,Resistor,R2 OUT N001 10K
AD8684_missing_Resistor.net,Resistor,R1 N001 0 10K
AD8691_missing_Resistor.net,Resistor,Rload OUT 0 2K
ADA4000-1_missing_Resistor.net,Resistor,R1 N001 0 10K
ADA4000-2_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
ADA4000-4_missing_Resistor.net,Resistor,R2 OUT N001 10K
ADA4051_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4051
ADA4077-2_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4077-2
ADA4091_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4091
ADA4092_missing_Resistor.net,Resistor,R2 OUT N001 10K
ADA4096_missing_Resistor.net,Resistor,R2 OUT N001 10K
ADA4177-1_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4177-1
ADA4177-2_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
ADA4177-4_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
ADA4254_missing_VoltageSource.net,VoltageSource,V5 0 VSSH 28
ADA4500_missing_VoltageSource.net,VoltageSource,V2 -V 0 -2.5
ADA4505_missing_Subcircuit.net,Subcircuit,XU1 IN OUT +V -V OUT ADA4505
ADA4522-1_missing_Resistor.net,Resistor,R1 N001 0 10K
ADA4522-2_missing_Resistor.net,Resistor,R1 N001 0 10K
ADA4522-4_missing_Resistor.net,Resistor,R1 N001 0 10K
ADA4523-1_missing_CurrentSource.net,CurrentSource,Isense 0 N003 0
ADA4528-2_missing_Resistor.net,Resistor,R2 OUT N001 10K
ADA4530-1_missing_CurrentSource.net,CurrentSource,I1 IN 0 PULSE(0 10n 1m 1u 1u 1 2)
ADA4610_missing_Resistor.net,Resistor,Rload OUT 0 10K
ADA4622_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 10K)
ADA4625-1_missing_Resistor.net,Resistor,Rf OUT N001 49.9K
ADA4625-2_missing_Subcircuit.net,Subcircuit,XU1 0 N001 +V 0 OUT ADA4625-2
ADA4627_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
ADA4637_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4637
ADA4661-2_missing_VoltageSource.net,VoltageSource,Vin IN 0 SINE(0 1 1K)
ADA4665_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4665
ADA4666-2_missing_VoltageSource.net,VoltageSource,V1 +V 0 9
ADA4700-1_missing_VoltageSource.net,VoltageSource,V2 -V 0 -25
ADA4805_missing_VoltageSource.net,VoltageSource,Vref N001 0 2.5
ADA4807-1_missing_Resistor.net,Resistor,R1 N001 0 1K
ADA4807-2_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT NC_01 ADA4807-1
ADA4807-4_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4807-4
ADA4830_missing_Subcircuit.net,Subcircuit,XU1 N003 N004 0 N001 0 N005 N002 OUT ADA4830
ADA4841_missing_VoltageSource.net,VoltageSource,V4 IN 0 SINE(2.5 1 250K)
ADA4857_missing_VoltageSource.net,VoltageSource,V3 N002 0 -5
ADA4860_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
ADA4891_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4891
ADA4895_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
ADA4896_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT ADA4896
ADG1201_missing_Subcircuit.net,Subcircuit,XU1 N003 N002 N001 -V 0 +V ADG1201
ADG1208_missing_VoltageSource.net,VoltageSource,V6 N012 0 PULSE(3.3 0 0 1u 1u 20m 40m)
ADG1209_missing_Resistor.net,Resistor,R1 N003 0 10K
ADG1211_missing_Resistor.net,Resistor,R1 N002 0 1K
ADG1212_missing_VoltageSource.net,VoltageSource,V1 +V 0 15
ADG1219_missing_VoltageSource.net,VoltageSource,V5 N002 0 SINE(0 10 2k)
ADG1236_missing_VoltageSource.net,VoltageSource,V4 N004 0 pulse(0 3.3 0 1u 1u 5m 10m)
ADG1401_missing_Resistor.net,Resistor,R1 N002 0 300
ADG1411_missing_Resistor.net,Resistor,R1 N002 0 300
ADG1412_missing_Capacitor.net,Capacitor,C1 N002 0 35p
ADG1419_missing_Capacitor.net,Capacitor,C1 0 N001 35p
ADG1436_missing_Subcircuit.net,Subcircuit,XU1 N004 N001 N002 N003 N005 -V 0 +V ADG1436
ADG1611_missing_VoltageSource.net,VoltageSource,V1 +V 0 8
ADG1612_missing_Subcircuit.net,Subcircuit,XU1 N003 N001 N002 -V 0 MP_01 MP_02 MP_03 MP_04 MP_05 MP_06 MP_07 +V ADG1612
ADG1633_missing_VoltageSource.net,VoltageSource,V2 -V 0 -8
ADG1634_missing_VoltageSource.net,VoltageSource,V2 -V 0 -8
ADG411_missing_VoltageSource.net,VoltageSource,V4 N003 0 pulse(0 3.3 0 1u 1u 5m 10m)
ADG412_missing_VoltageSource.net,VoltageSource,V3 N001 0 SINE(0 15 1k)
ADG436_missing_Subcircuit.net,Subcircuit,XU1 N004 N001 N002 N003 -V 0 +V ADG436
ADG451_missing_Subcircuit.net,Subcircuit,XU2 N003 N002 N001 -V 0 +V ADG451
ADG452_missing_Resistor.net,Resistor,R1 N002 0 1K
ADG5212_missing_VoltageSource.net,VoltageSource,V3 N001 0 SINE(0 15 1k)
ADG5236_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
ADG5248F_missing_VoltageSource.net,VoltageSource,V12 N006 0 SINE(0 5 5K)
ADG5249F_missing_VoltageSource.net,VoltageSource,V9 N009 0 SINE(0 3 6K)
ADG5412_missing_VoltageSource.net,VoltageSource,V4 N003 0 pulse(0 5 0 20n 20n 10u 20u)
ADG918_missing_Subcircuit.net,Subcircuit,XU1 +V N001 0 IN OUT2 MP_01 MP_02 OUT1 ADG918
ADG919_missing_VoltageSource.net,VoltageSource,V1 +V 0 {Vdd}
ADGS1414D_missing_VoltageSource.net,VoltageSource,V4 N003 0 pulse(0 5 0 20n 20n 10u 20u)
ADHV4702-1_missing_Resistor.net,Resistor,R3 N001 0 5K
ADM7154-1.2_missing_Capacitor.net,Capacitor,C3 N004 0 1µ
ADM7154-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 2.9
ADM7154-2.5_missing_Capacitor.net,Capacitor,C3 N004 0 1µ
ADM7154-3.0_missing_Subcircuit.net,Subcircuit,XU1 N004 OUT N002 0 N003 N003 N001 IN ADM7154_5 Vreg=3.6022 Vref=3.0158
ADM7154-3.3_missing_Capacitor.net,Capacitor,C3 N004 0 1µ
ADM7155-01_missing_Capacitor.net,Capacitor,C3 OUT 0 10µ
ADM7155-02_missing_Capacitor.net,Capacitor,C2 N002 0 1µ
ADM7155-03_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.4
ADM7155-04_missing_Capacitor.net,Capacitor,C1 N004 0 1µ
ADM7160-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADM7160-2.5_missing_Subcircuit.net,Subcircuit,XU1 IN 0 IN MP_01 OUT ADM7160-x.x T=1.5Meg
ADM7160-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADM7170-1.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 2.3
ADM7170-1.8_missing_Subcircuit.net,Subcircuit,XU1 IN OUT IN N001 OUT 0 ADM7170 Vref=1.8
ADM7170-2.5_missing_Subcircuit.net,Subcircuit,XU1 IN OUT IN N001 OUT 0 ADM7170 Vref=2.5
ADM7170-3.0_missing_Capacitor.net,Capacitor,C2 N001 0 1n
ADM7170-3.3_missing_Resistor.net,Resistor,Rload OUT 0 10
ADM7170-4.2_missing_Resistor.net,Resistor,Rload OUT 0 15
ADM7170-5.0_missing_VoltageSource.net,VoltageSource,V1 IN 0 5.5
ADM7170_missing_Resistor.net,Resistor,R1 OUT N002 15K
ADM7171-1.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 2.3
ADM7171-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 2.3
ADM7171-2.5_missing_Capacitor.net,Capacitor,C2 N001 0 1n
ADM7171-3.0_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.5
ADM7171-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN OUT IN N001 OUT 0 ADM7171 Vref=3.3
ADM7171-4.2_missing_Subcircuit.net,Subcircuit,XU1 IN OUT IN N001 OUT 0 ADM7171 Vref=4.2
ADM7171-5.0_missing_Resistor.net,Resistor,Rload OUT 0 8
ADM7171_missing_Resistor.net,Resistor,R1 OUT N002 15K
ADM7172-1.3_missing_Resistor.net,Resistor,Rload OUT 0 1.2
ADM7172-1.8_missing_Capacitor.net,Capacitor,C1 OUT 0 4.7µ Rser=1.5m
ADM7172-2.5_missing_Capacitor.net,Capacitor,C2 N001 0 1n
ADM7172-3.0_missing_Capacitor.net,Capacitor,C2 N001 0 1n
ADM7172-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 4.7µ Rser=1.5m
ADM7172-4.2_missing_Capacitor.net,Capacitor,C2 0 N001 1n
ADM7172-5.0_missing_VoltageSource.net,VoltageSource,V1 IN 0 5.5
ADM7172_missing_Capacitor.net,Capacitor,C2 0 N001 1n
ADP1071-1_missing_Capacitor.net,Capacitor,C3 N012 0 200p
ADP1071-2_missing_Inductor.net,Inductor,L2 N002 OUT 25µ Rser=80m
ADP1074_missing_MOSFET.net,MOSFET,M§Q2 N005 N011 0 0 Si4466DY
ADP150-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP150-2.5_missing_Resistor.net,Resistor,Rload OUT 0 25
ADP150-2.6_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP150-2.75_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP150-2.8_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP150-2.85_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP150-3.0_missing_Resistor.net,Resistor,Rload OUT 0 30
ADP150-3.3_missing_Resistor.net,Resistor,Rload OUT 0 33
ADP151-1.1_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP151-1.2_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP151-1.5_missing_Subcircuit.net,Subcircuit,XU1 IN 0 IN MP_01 OUT ADP151-x.x T=500K
ADP151-1.8_missing_Resistor.net,Resistor,Rload OUT 0 18
ADP151-2.5_missing_Resistor.net,Resistor,Rload OUT 0 25
ADP151-2.6_missing_Subcircuit.net,Subcircuit,XU1 IN 0 IN MP_01 OUT ADP151-x.x T=1.6Meg
ADP151-2.75_missing_Resistor.net,Resistor,Rload OUT 0 27
ADP151-2.8_missing_Resistor.net,Resistor,Rload OUT 0 28
ADP151-2.85_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP151-3.0_missing_Resistor.net,Resistor,Rload OUT 0 30
ADP151-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP160-1.2_missing_Resistor.net,Resistor,Rload OUT 0 120
ADP160-1.5_missing_VoltageSource.net,VoltageSource,V2 N001 0 PULSE(0 5 100u 50n 50n 2.5m)
ADP160-1.8_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP160-2.1_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
ADP160-2.3_missing_Resistor.net,Resistor,Rload OUT 0 230
ADP160-2.5_missing_VoltageSource.net,VoltageSource,V2 N001 0 PULSE(0 5 100u 50n 50n 2.5m)
ADP160-2.7_missing_Resistor.net,Resistor,Rload OUT 0 270
ADP160-2.75_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP160-2.8_missing_Subcircuit.net,Subcircuit,XU1 IN 0 N001 OUT ADP16xfd K=357.1u
ADP160-2.85_missing_Subcircuit.net,Subcircuit,XU1 IN 0 N001 OUT ADP16xfd K=350.9u
ADP160-3.0_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP160-3.3_missing_Resistor.net,Resistor,Rload OUT 0 330
ADP160-4.2_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP1606_missing_VoltageSource.net,VoltageSource,V1 IN 0 0.9
ADP1607-001_missing_Resistor.net,Resistor,Rload OUT 0 22
ADP1607_missing_Capacitor.net,Capacitor,Cout OUT 0 6µ Rser=10m
ADP161_missing_Resistor.net,Resistor,Rload OUT 0 330
ADP1612_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP1613_missing_Resistor.net,Resistor,R1 N004 N003 20K
ADP1614-1.3_missing_Resistor.net,Resistor,R1 N005 N004 12.1K
ADP1614-650_missing_Resistor.net,Resistor,R1 N005 N004 12.1K
ADP1614_missing_Capacitor.net,Capacitor,C3 N004 0 10p
ADP162-1.2_missing_Resistor.net,Resistor,Rload OUT 0 120
ADP162-1.8_missing_Resistor.net,Resistor,Rload OUT 0 180
ADP162-2.1_missing_Resistor.net,Resistor,Rload OUT 0 210
ADP162-2.3_missing_Subcircuit.net,Subcircuit,XU1 IN 0 N001 OUT ADP16xf K=434.8u
ADP162-2.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP162-3.0_missing_Subcircuit.net,Subcircuit,XU1 IN 0 N001 OUT ADP16xf K=333.3u
ADP162-3.1_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
ADP162-3.3_missing_Resistor.net,Resistor,R1 OUT 0 330
ADP162-4.2_missing_Resistor.net,Resistor,Rload OUT 0 420
ADP1621_missing_Resistor.net,Resistor,R6 N004 N003 953
ADP163_missing_Resistor.net,Resistor,R2 N002 0 100K
